Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Critical Race Structuralism: The Role of Science Education in Teaching Social Justice Issues in Urban Education and Pre-Service Teacher Education Programs","Wiggan, Greg; Pass, Michelle B.; Gadd, Sonja R.","","","","URBAN EDUCATION","NOV 2023","2023","58","9","","","","2209","2238","0042085920937756","10.1177/0042085920937756","","","4","0.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0"
"From servants to spokesmen: Black male advertising models and changing US culture post World War II","Branchik, Blaine J.; Davis, Judy Foster","","","","JOURNAL OF HISTORICAL RESEARCH IN MARKETING","2018","2018","10","4","","","","451","477","","10.1108/JHRM-07-2017-0043","","","4","0.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0"
"Representations of Chinese gendered and racialised bodies in contemporary media sites","Pang, Bonnie; Hill, Joanne","","","","SPORT EDUCATION AND SOCIETY","2018","2018","23","8","","","SI","773","785","","10.1080/13573322.2018.1489226","","","4","0.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0"
"African American Women in STEM Education: The Cycle of Microaggressions from P-12 Classrooms to Higher Education and Back","Martin, Susan Ferguson; Green, Andre; Dean, Melissa","","","","CRITICAL RESEARCH ON SEXISM AND RACISM IN STEM FIELDS","2016","2016","","","","","","135","143","","10.4018/978-1-5225-0174-9.ch007","","","4","0.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0"
"Is Immigrant Selection in Canada Racialized? Visa Officer Discretion and Approval Rates for Spousal and Federal Skilled Worker Applications","Satzewich, Vic","","","","JOURNAL OF INTERNATIONAL MIGRATION AND INTEGRATION","NOV 2015","2015","16","4","","","","1023","1040","","10.1007/s12134-014-0390-0","","","4","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0"
"Free speech and the market state: Race, media and democracy in new liberal times","Khiabany, Gholam; Williamson, Milly","","","","EUROPEAN JOURNAL OF COMMUNICATION","OCT 2015","2015","30","5","","","SI","571","586","","10.1177/0267323115597855","","","4","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","1","0"
"DIFFERENTIAL ITEM FUNCTIONING ON THE SCHEDULE OF RACIST EVENTS: EXPLORING A MODIFIED SCALE FOR SAMPLES WITH BLACK AND WHITE PARTICIPANTS","Feinn, Richard; Schumann, Kristina P.; Tennen, Howard; Wagner, Julie","","","","ETHNICITY & DISEASE","FAL 2014","2014","24","4","","","","406","412","","","","","4","0.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0"
"Users' perceptions of an African and Caribbean mental health resource Centre","Secker, J; Harding, C","","","","HEALTH & SOCIAL CARE IN THE COMMUNITY","JUL 2002","2002","10","4","","","","270","276","","10.1046/j.1365-2524.2002.00372.x","","","4","0.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"<bold>'</bold>When I stood up for something it's because I felt a… moral violation': Trainees' acts of resistance against social harm and injustice","Wyatt, Tasha R.; Jain, Vinayak; Ma, Ting Lan","","","","MEDICAL EDUCATION","APR 2024","2024","58","4","","","","457","463","","10.1111/medu.15256","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Racial and ethnic disparities in clinical research and the dermatology workforce: Part 2","Omar, Deega; Syder, Nicole; Brown-Korsah, Jessica B.; Mckenzie, Shanice; Elbuluk, Nada; Taylor, Susan","","","","JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","NOV 2023","2023","89","5","","","","895","902","","10.1016/j.jaad.2022.03.052","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"Racism, Power, And Health Equity: The Case Of Tenant Organizing","Michener, Jamila","","","","HEALTH AFFAIRS","OCT 2023","2023","42","10","","","","1318","1324","","10.1377/hlthaff.2023.00509","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Romantic Racism: How Racial Preferences (and Beliefs About Racial Preferences) Reinforce Hierarchy in US Interracial Relationships","Auelua-Toomey, Sakaria Laisene; Roberts, Steven Othello","","","","CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY","","2023","","","","","","","","","10.1037/cdp0000592","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Teachers' race and gender biases and the moderating effects of their beliefs and dispositions","Copur-Gencturk, Yasemin; Thacker, Ian; Cimpian, Joseph R. R.","","","","INTERNATIONAL JOURNAL OF STEM EDUCATION","APR 24 2023","2023","10","1","","","","","","31","10.1186/s40594-023-00420-z","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"Editorial Synthesis for 2 in 2023: A Collaboration Between IARR's Two Journals: Recognizing the Need for Greater Inclusivity in Relationship Science","Curran, Melissa A.; Randall, Ashley K.","","","","JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS","MAR 2023","2023","40","3","","","SI","717","733","","10.1177/02654075231154322","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"Disruptive Innovations to Achieve Health Equity Through Healthcare and Research Transformation","Golden, Sherita Hill","","","","CLINICAL PHARMACOLOGY & THERAPEUTICS","MAR 2023","2023","113","3","","","","500","508","","10.1002/cpt.2812","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"How women of colour engineering faculty respond to wage disparities","McGee, Ebony O.; White, Devin T.; Main, Joyce B.; Cox, Monica F.; Parker, Lynette","","","","ETHNIC AND RACIAL STUDIES","APR 26 2023","2023","46","6","","","SI","1182","1203","","10.1080/01419870.2022.2159474","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2"
"Disparities in receiving disease-directed therapy, allogeneic stem cell transplantation in non-Hispanic Black patients with <i>TP53</i>-mutated acute myeloid leukemia","Badar, Talha; Litzow, Mark R.; Shallis, Rory M.; Patel, Anand; Saliba, Antoine N.; Burkart, Madelyn; Bewersdorf, Jan P.; Stahl, Maximilian; Correia, Guilherme Sacchi De Camargo; Murthy, Guru Subramanian Guru; Abaza, Yasmin; Duvall, Adam; Bradshaw, Danielle; Kota, Vamsi; Dinner, Shira; Goldberg, Aaron D.; Palmisiano, Neil; Al Kali, Aref; Atallah, Ehab","","","","CANCER","MAR 15 2023","2023","129","6","","","","934","945","","10.1002/cncr.34604","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"The class basis of racialisation: The missing link in neo-Marxist analysis of racism","Ogunrotifa, Ayodeji Bayo","","","","CAPITAL AND CLASS","MAR 2024","2024","48","1","","","","","","","10.1177/03098168221139286","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Addressing racial disparities in perinatal care for African American/Black individuals in the Chicago community health setting: a qualitative study","Alhalel, Jonathan; Patterson, Lane; Francone, Nicolas O.; Danner, Sankirtana; Osei, Cassandra; O'Brian, Catherine Ann; Tom, Laura S.; Masinter, Lisa; Adetoro, Elizabeth; Lazar, Danielle; Ekong, Abbey; Simon, Melissa A.","","","","BMC PREGNANCY AND CHILDBIRTH","OCT 13 2022","2022","22","1","","","","","","771","10.1186/s12884-022-05100-4","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Developing an equitable intervention approach for communities of color: mental health and co-occurring physical health concerns in the context of the COVID-19 pandemic","Chavez, Manuel Gutierrez; Kaur, Kiran; Baucom, Katherine J. W.; Sanchez-Birkhead, Ana; Sunada, Grant R.; Mukundente, Valentine; Tavake-Pasi, Fahina; Napia, Edwin Eru; Villalta, Jeannette; Asnaani, Anu","","","","TRANSLATIONAL BEHAVIORAL MEDICINE","OCT 7 2022","2022","12","9","","","SI","919","926","","10.1093/tbm/ibac033","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
""It Was Hard, and It Still Is . . .": Women of Color Navigating HSI STEM Transfer Pathways","Herrera, Felisha A.; Rodriguez-Operana, Victoria C.; Sanchez, Gabriela Kovats; Cerrillos, Aileen; Marquez, Briana","","","","AERA OPEN","OCT 2022","2022","8","","","","","","","23328584221126480","10.1177/23328584221126480","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"A site of radical possibilities: Examining how a multigenerational counterspace promoted STEM persistence among undergraduate Women of Color","Wilkins-Yel, Kerrie G.; Williamson, Francesca A.; Priddie, Christen; Francis, Dionne Cross; Gallimore, Shanalee; Davis-Randolph, Jasmine L.","","","","JOURNAL OF RESEARCH IN SCIENCE TEACHING","FEB 2023","2023","60","2","","","","268","303","","10.1002/tea.21798","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Theoretical perspectives for developing antiracist teaching dispositions and practices in preservice teacher education","Madkins, Tia C.; Nazar, Christina Restrepo","","","","SCIENCE EDUCATION","SEP 2022","2022","106","5","","","SI","1118","1134","","10.1002/sce.21757","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Racism by Design? Asian Immigration and the Adoption of Planning and Design Regulations in Three Los Angeles Suburbs","Ding, Hao; Loukaitou-Sideris, Anastasia","","","","JOURNAL OF THE AMERICAN PLANNING ASSOCIATION","JAN 2 2023","2023","89","1","","","","120","133","","10.1080/01944363.2022.2058065","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Ten simple rules for succeeding as an underrepresented STEM undergraduate","Massey, Melanie Duc Bo; Arif, Suchinta; Embuldeniya, Shanukie; Nanglu, Karma; Bielawski, Joseph","","","","PLOS COMPUTATIONAL BIOLOGY","JUN 2022","2022","18","6","","","","","","e1010101","10.1371/journal.pcbi.1010101","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"Health disparities and access to advanced therapy for overactive bladder","Roselli, Nicole; Mckay, Elishia; Nauheim, Jennifer; Halani, Priyanka K.; Abraham, Nitya E.","","","","NEUROUROLOGY AND URODYNAMICS","NOV 2022","2022","41","8","","","","1940","1947","","10.1002/nau.24949","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Demography as Destiny: Explaining the Turnover of Alternatively Certified Mathematics Teachers in Hard-to-Staff Schools","Grant, Ashley A.; Brantlinger, Andrew M.","","","","TEACHERS COLLEGE RECORD","APR 2022","2022","124","4","","","","35","64","","10.1177/01614681221096796","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Perceived Discrimination and Dropout Intentions of Underrepresented Minority Students in Engineering Degrees","Balta-Salvador, Roso; Olmedo-Torre, Noelia; Pena, Marta","","","","IEEE TRANSACTIONS ON EDUCATION","AUG 2022","2022","65","3","","","","267","276","","10.1109/TE.2022.3158760","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Decolonizing the Interpersonal Theory of Suicide With Filipinx American Clients","Litam, Stacey Diane Aranez; Chan, Christian D.; Nelson, Lotes; Tuazon, Victor E.","","","","ASIAN AMERICAN JOURNAL OF PSYCHOLOGY","MAR 2022","2022","13","1","","","SI","73","82","","10.1037/aap0000255","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"Identifying systemic inequity in higher education and opportunities for improvement","Denaro, Kameryn; Dennin, Kimberly; Dennin, Michael; Sato, Brian","","","","PLOS ONE","2022","2022","17","4","","","","","","e0264059","10.1371/journal.pone.0264059","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"A Replicable, Solution-Focused Approach to Cross-Sector Data Sharing for Evaluation of Community Violence Prevention Programming","Mayfield, Carlene A.; Siegal, Rachel; Herring, Melvin; Campbell, Tracie; Clark, Catie L.; Langhinrichsen-Rohling, Jennifer","","","","JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE","JAN-FEB 2022","2022","28","","","1","SI","S43","S53","","10.1097/PHH.0000000000001426","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Graduate Bridge Programs as Nepantla for Minoritized Students in STEM: Navigating Challenges With Non-Bridge Peers and Faculty","Gamez, Raul; Packard, Becky Wai-Ling; Chavous, Tabbye M.","","","","JOURNAL OF DIVERSITY IN HIGHER EDUCATION","FEB 2022","2022","15","1","","","","37","46","","10.1037/dhe0000346","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Addressing systemic racism as the cancer of Black people: equity ethic-driven research","McGee, Ebony O.","","","","NATURE REVIEWS CANCER","AUG 2021","2021","21","8","","","","477","478","","10.1038/s41568-021-00368-8","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1"
"Africa in Irish Primary Geography Textbooks: developing and applying a Framework to investigate the potential of Irish Primary Geography textbooks in supporting Critical Multicultural Education","Usher, Joe","","","","IRISH EDUCATIONAL STUDIES","JAN 2 2023","2023","42","1","","","","123","143","","10.1080/03323315.2021.1910975","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Entry Denied: COVID-19, Race, Migration, and Global Health","Sirleaf, Matiangai","","","","FRONTIERS IN HUMAN DYNAMICS","DEC 15 2020","2020","2","","","","","","","599157","10.3389/fhumd.2020.599157","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"'I See People White but I'm too Black': Whiteness and the Interpretation of Multicultural Belonging in Australia","Moran, Laura","","","","JOURNAL OF INTERCULTURAL STUDIES","JUL 3 2020","2020","41","4","","","","474","489","","10.1080/07256868.2020.1779198","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Show Me Your Papers <i>When Racism and Sexism Trump Credibility in STEM</i>","Cox, Monica F.","","","McGee, EO; Robinson, WH","DIVERSIFYING STEM: Multidisciplinary Perspectives on Race and Gender","2020","2020","","","","","","53","66","","","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2"
"Addressing race, racism, and commercial sexual exploitation in practice through an action-based research partnership","Gerassi, Lara B.; Colegrove, Amanda; McPherson, Deanna Kopriva","","","","ACTION RESEARCH","JUN 2019","2019","17","2","","","SI","220","236","","10.1177/1476750318807545","","","3","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"From Social Problem to Maternal Melodrama: The Lost Lynching Scene in John M. Stahl's <i>Imitation of Life</i>","Lew, Kirsten M.","","","","FILM HISTORY","WIN 2018","2018","30","4","","","","107","126","","10.2979/filmhistory.30.4.05","","","3","0.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0"
"Accomplished Black North Americans and Antiracism Education: Towards Bridging a Seeming Divide","Gosine, Kevin","","","","CRITICAL SOCIOLOGY","SEP 2012","2012","38","5","","","","707","721","","10.1177/0896920510380077","","","3","0.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0"
"Reality-based television and police-citizen encounters - The intertextual construction and situated meaning of mental illness-as-punishment","Shon, PCH; Arrigo, BA","","","","PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY","JAN 2006","2006","8","1","","","","59","85","","10.1177/1462474506059140","","","3","0.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seeking Womanist-Liberation: Using Testimonios to Drive anti-Racism in Psychology","Banerjee, Aashna; Thomas, Taylor N.; Gaillard, Shantel D.","","","","WOMEN & THERAPY","OCT 2 2023","2023","46","4","","","SI","346","362","","10.1080/02703149.2023.2275915","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Place, Race, and the Geographic Politics of White Grievance","Dawkins, Ryan; Nemerever, Zoe; Munis, B. Kal; Verville, Francesca","","","","POLITICAL BEHAVIOR","","2023","","","","","","","","","10.1007/s11109-023-09897-4","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Addressing Systemic Racism in the American Professional Society on the Abuse of Children Publications","Briggs, Ernestine; Hanson, Rochelle; Klika, J. Bart; LeBlanc, Stacie; Maddux, Jemour; Merritt, Darcey; Palusci, Vincent; Panlilio, Carlomagno C. C.; Roygardner, Debangshu; Schelbe, Lisa; Stormer, Bri; Valentino, Kristin; Vaughan-Eden, Viola; Barboza, Gia","","","","CHILD MALTREATMENT","NOV 2023","2023","28","4","","","","550","555","","10.1177/10775595231191394","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"How well-intentioned white male physicists maintain ignorance of inequity and justify inaction","Dancy, Melissa; Hodari, Apriel K.","","","","INTERNATIONAL JOURNAL OF STEM EDUCATION","JUN 23 2023","2023","10","1","","","","","","45","10.1186/s40594-023-00433-8","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Poverty or Racism? A Re-Analysis of Briggs et al. 2022","Drake, Brett; Jones, Dylan; Chen, Jun-Hong; Font, Sarah; Putnam-Hornstein, Emily; Barth, Richard P.; Jonson-Reid, Melissa","","","","RESEARCH ON SOCIAL WORK PRACTICE","FEB 2024","2024","34","2","","","","234","243","","10.1177/10497315231179648","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Racial Disparities in the Construction Domain: A Systematic Literature Review of the US Educational and Workforce Domain","Isingizwe, Josiane; Eiris, Ricardo; Gheisari, Masoud","","","","SUSTAINABILITY","APR 2023","2023","15","7","","","","","","5646","10.3390/su15075646","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Color-Evasive/Conscious? A Content Analysis of How Engineering Faculty Discuss Race and Racism in a U.S.-Based Equity-Focused STEM Professional Development Program","Espinoza, Kristine Jan Cruz E.; Rincon, Blanca E.","","","","EDUCATION SCIENCES","MAR 2023","2023","13","3","","","","","","233","10.3390/educsci13030233","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Structural racism and the health of Palestinian citizens of Israel","Tanous, Osama; Asi, Yara; Hammoudeh, Weeam; Mills, David; Wispelwey, Bram","","","","GLOBAL PUBLIC HEALTH","JAN 2 2023","2023","18","1","","","","","","2214608","10.1080/17441692.2023.2214608","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Racial Microaggressions and Ontological Security: Exploring the Narratives of Young Adult Migrants in Glasgow, UK","Nicolson, Marcus","","","","SOCIAL INCLUSION","2023","2023","11","2","","","","37","47","","10.17645/si.v11i2.6266","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Engaging Chemistry Undergraduates in Conversations About Diversity, Equity, and Inclusion: Development of a Discussion Assignment Based on the Documentary<i> Picture</i> A<i> Scientist</i>","Yu, Anne; Navarro, Raul; Linden, Lilly E.; Anderson, Junko","","","","JOURNAL OF CHEMICAL EDUCATION","FEB 14 2023","2023","100","2","","","","1023","1026","","10.1021/acs.jchemed.2c00755","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
""You Can't Replace That Feeling of Connection to Culture and Country": Aboriginal and Torres Strait Islander Parents' Experiences of the COVID-19 Pandemic","Kennedy, Michelle; Bright, Tess; Graham, Simon; Heris, Christina; Bennetts, Shannon K. K.; Fiolet, Renee; Davis, Elise; Jones, Kimberley A. A.; Mohamed, Janine; Atkinson, Caroline; Chamberlain, Catherine","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","DEC 2022","2022","19","24","","","","","","16724","10.3390/ijerph192416724","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Racism and Resilience: Counter-Narratives of Asian International College Students in the Age of COVID-19","Liu, Katrina; Miller, Richard; Pollard-Durodola, Sharolyn D.; Ping, Lei","","","","QUALITATIVE REPORT","DEC 2022","2022","27","12","","","","2977","3009","","10.46743/2160-3715/2022.5297","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Resisting Racist Discourses with Research Methods, Active Learning, and Storytelling","Duenas, Maria D.; Crowell, Amber R.","","","","SOCIOLOGY OF RACE AND ETHNICITY","JAN 2023","2023","9","1","","","","103","108","","10.1177/23326492221127957","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Looking Beyond College: STEM College Seniors on Entering the Workforce and the Impact of Race and Gender","Park, Julie J.; Zheng, Jia; Lue, Kristyn; Salazar, Cinthya; Liwanag, Arman M.; Parikh, Roshan M.; Anderson, Julia L.","","","","JOURNAL OF DIVERSITY IN HIGHER EDUCATION","","2022","","","","","","","","","10.1037/dhe0000433","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Gen Z GSAs: Trans-Affirming and Racially Inclusive Gender-Sexuality Alliances in Secondary Schools","Adelman, Madelaine; Nonnenmacher, Sean; Borman, Bailey; Kosciw, Joseph G.","","","","TEACHERS COLLEGE RECORD","AUG 2022","2022","124","8","","","","192","219","","10.1177/01614681221123129","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Toward radical belonging: envisioning antiracist learning communities","Louie, Nicole; Berland, Leema; Roeker, Laura; Nichols, Kathleen; Pacheco, Mariana; Grant, Carl","","","","RACE ETHNICITY AND EDUCATION","","2022","","","","","","","","","10.1080/13613324.2022.2106879","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Support for All? Confronting Racism and Patriarchy to Promote Equitable Learning Opportunities through Undergraduate Calculus Instruction","Leyva, Luis A.; Amman, Kristen; McMichael, Emily A. Wolf; Igbinosun, Joanne; Khan, Nisha","","","","INTERNATIONAL JOURNAL OF RESEARCH IN UNDERGRADUATE MATHEMATICS EDUCATION","JUL 2022","2022","8","2","","","SI","339","364","","10.1007/s40753-022-00177-w","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"Considerations for the Use of Race in Research in Obstetrics and Gynecology","Brown, Oluwateniola; Mou, Tsung; Tate, Mary; Miller, Edward; Debbink, Michelle","","","","CLINICAL OBSTETRICS AND GYNECOLOGY","JUN 2022","2022","65","2","","","","236","243","","10.1097/GRF.0000000000000705","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Dominant Narratives of Whiteness in Identity Construction of Mixed-Race Young Adults in Post-Apartheid South Africa","Metcalfe, Jody","","","","SOCIAL SCIENCES-BASEL","MAY 2022","2022","11","5","","","","","","205","10.3390/socsci11050205","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"Social Exclusion in the Arts: The Dynamics of Social and Economic Mobility Across Three Decades of Undergraduate Arts Alumni in the United States","Whitaker, Amy; Wolniak, Gregory C.","","","","REVIEW OF RESEARCH IN EDUCATION","MAR 2022","2022","46","1","","","","198","228","","10.3102/0091732X221089947","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Addressing social and racial justice in public policy for healthy living","Whitsel, Laurie P.; Johnson, Janay C.","","","","PROGRESS IN CARDIOVASCULAR DISEASES","MAR-APR 2022","2022","71","","","","","37","42","","10.1016/j.pcad.2022.04.007","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
